Date,Close
5/3/2019 16:00,36.65
5/6/2019 16:00,36.76
5/7/2019 16:00,36.56
5/8/2019 16:00,36.73
5/9/2019 16:00,36.55
5/10/2019 16:00,36.85
5/13/2019 16:00:00,37.26
5/14/2019 16:00:00,36.44
5/15/2019 16:00:00,36.67
5/16/2019 16:00:00,37.05
5/17/2019 16:00:00,37.53
5/20/2019 16:00:00,37.35
5/21/2019 16:00:00,37.57
5/22/2019 16:00:00,37.25
5/23/2019 16:00:00,36.99
5/24/2019 16:00:00,37.47
5/28/2019 16:00:00,37.51
5/29/2019 16:00:00,37.13
5/30/2019 16:00:00,36.77
5/31/2019 16:00:00,36.87
6/3/2019 16:00,35.23
6/4/2019 16:00,35.73
6/5/2019 16:00,35.57
6/6/2019 16:00,35.42
6/7/2019 16:00,35.51
6/10/2019 16:00,35.4
6/11/2019 16:00,34.77
6/12/2019 16:00,34.18
6/13/2019 16:00:00,34.31
6/14/2019 16:00:00,34.48
6/17/2019 16:00:00,34.24
6/18/2019 16:00:00,34.59
6/19/2019 16:00:00,34.92
6/20/2019 16:00:00,35.42
6/21/2019 16:00:00,35.16
6/24/2019 16:00:00,35.11
6/25/2019 16:00:00,34.84
6/26/2019 16:00:00,35.06
6/27/2019 16:00:00,35.54
6/28/2019 16:00:00,36.08
7/1/2019 16:00,36.17
7/2/2019 16:00,35.96
7/3/2019 13:00,36.25
7/5/2019 16:00,36.39
7/8/2019 16:00,35.98
7/9/2019 16:00,36.56
7/10/2019 16:00,36.75
7/11/2019 16:00,36.89
7/12/2019 16:00,36.51
7/15/2019 16:00:00,36.31
7/16/2019 16:00:00,35.95
7/17/2019 16:00:00,36.11
7/18/2019 16:00:00,36.29
7/19/2019 16:00:00,35.83
7/22/2019 16:00:00,35.73
7/23/2019 16:00:00,35.42
7/24/2019 16:00:00,34.99
7/25/2019 16:00:00,33.56
7/26/2019 16:00:00,33.6
7/29/2019 16:00:00,33.38
7/30/2019 16:00:00,33.33
7/31/2019 16:00:00,33.39
8/1/2019 16:00,33.64
8/2/2019 16:00,33.5
8/5/2019 16:00,32.93
8/6/2019 16:00,32.76
8/7/2019 16:00,33.52
8/8/2019 16:00,33.94
8/9/2019 16:00,33.81
8/12/2019 16:00,33.7
8/13/2019 16:00:00,34.37
8/14/2019 16:00:00,32.76
8/15/2019 16:00:00,33.08
8/16/2019 16:00:00,33.62
8/19/2019 16:00:00,33.71
8/20/2019 16:00:00,33.33
8/21/2019 16:00:00,33.85
8/22/2019 16:00:00,33.39
8/23/2019 16:00:00,32.61
8/26/2019 16:00:00,32.89
8/27/2019 16:00:00,32.9
8/28/2019 16:00:00,33.01
8/29/2019 16:00:00,33.32
8/30/2019 16:00:00,33.46
9/3/2019 16:00,33.47
9/4/2019 16:00,33.66
9/5/2019 16:00,34.07
9/6/2019 16:00,34.34
9/9/2019 16:00,34.4
9/10/2019 16:00,34.72
9/11/2019 16:00,34.77
9/12/2019 16:00,34.7
9/13/2019 16:00:00,34.9
9/16/2019 16:00:00,35.16
9/17/2019 16:00:00,35.25
9/18/2019 16:00:00,35.19
9/19/2019 16:00:00,35.2
9/20/2019 16:00:00,35.34
9/23/2019 16:00:00,35.15
9/24/2019 16:00:00,35.37
9/25/2019 16:00:00,35.31
9/26/2019 16:00:00,35.73
9/27/2019 16:00:00,36.05
9/30/2019 16:00:00,35.08
10/1/2019 16:00,35.14
10/2/2019 16:00,34.14
10/3/2019 16:00,34.36
10/4/2019 16:00,34.8
10/7/2019 16:00,34.8
10/8/2019 16:00,34.78
10/9/2019 16:00,35.17
10/10/2019 16:00,35.66
10/11/2019 16:00,35.91
10/14/2019 16:00:00,35.62
10/15/2019 16:00:00,35.69
10/16/2019 16:00:00,35.68
10/17/2019 16:00:00,35.74
10/18/2019 16:00:00,36.11
10/21/2019 16:00:00,36.21
10/22/2019 16:00:00,36.27
10/23/2019 16:00:00,36.56
10/24/2019 16:00:00,36.59
10/25/2019 16:00:00,36.48
10/28/2019 16:00:00,36.64
10/29/2019 16:00:00,36.43
10/30/2019 16:00:00,36.43
10/31/2019 16:00:00,36.41
11/1/2019 16:00,36.87
11/4/2019 16:00,36.88
11/5/2019 16:00,36.92
11/6/2019 16:00,36.91
11/7/2019 16:00,36.73
11/8/2019 16:00,37.47
11/11/2019 16:00,37.76
11/12/2019 16:00,38.26
11/13/2019 16:00:00,38.73
11/14/2019 16:00:00,37.72
11/15/2019 16:00:00,38.18
11/18/2019 16:00:00,38.06
11/19/2019 16:00:00,37.62
11/20/2019 16:00:00,37.71
11/21/2019 16:00:00,37.76
11/22/2019 16:00:00,37.41
11/25/2019 16:00:00,37.78
11/26/2019 16:00:00,37.72
11/27/2019 16:00:00,37.95
11/29/2019 13:00:00,38
12/2/2019 16:00,37.83
12/3/2019 16:00,37.97
12/4/2019 16:00,38.26
12/5/2019 16:00,38.47
12/6/2019 16:00,38.51
12/9/2019 16:00,38.8
12/10/2019 16:00,38.71
12/11/2019 16:00,38.65
12/12/2019 16:00,38.26
12/13/2019 16:00:00,38.31
12/16/2019 16:00:00,38.63
12/17/2019 16:00:00,38.53
12/18/2019 16:00:00,39.07
12/19/2019 16:00:00,39.11
12/20/2019 16:00:00,39.42
12/23/2019 16:00:00,39.57
12/24/2019 13:00:00,39.56
12/26/2019 16:00:00,39.67
12/27/2019 16:00:00,39.59
12/30/2019 16:00:00,39.55
12/31/2019 16:00:00,39.77
1/2/2020 16:00,39.71
1/3/2020 16:00,39.64
1/6/2020 16:00,40.01
1/7/2020 16:00,39.74
1/8/2020 16:00,39.91
1/9/2020 16:00,39.84
1/10/2020 16:00,39.94
1/13/2020 16:00:00,40.27
1/14/2020 16:00:00,40.23
1/15/2020 16:00:00,40.2
1/16/2020 16:00:00,40.49
1/17/2020 16:00:00,40.52
1/21/2020 16:00:00,40.74
1/22/2020 16:00:00,40.84
1/23/2020 16:00:00,41
1/24/2020 16:00:00,41.05
1/27/2020 16:00:00,40.83
1/28/2020 16:00:00,41.09
1/29/2020 16:00:00,41.13
1/30/2020 16:00:00,41.26
1/31/2020 16:00:00,40.67
2/3/2020 16:00,41.07
2/4/2020 16:00,41.24
2/5/2020 16:00,41.82
2/6/2020 16:00,42.11
2/7/2020 16:00,42.18
2/10/2020 16:00,42.58
2/11/2020 16:00,42.77
2/12/2020 16:00,43.06
2/13/2020 16:00:00,42.02
2/14/2020 16:00:00,42.2
2/18/2020 16:00:00,41.56
2/19/2020 16:00:00,41.97
2/20/2020 16:00:00,41.76
2/21/2020 16:00:00,41.87
2/24/2020 16:00:00,40.84
2/25/2020 16:00:00,39.87
2/26/2020 16:00:00,39.22
2/27/2020 16:00:00,37.66
2/28/2020 16:00:00,37.43
3/2/2020 16:00,38.2
3/3/2020 16:00,37.83
3/4/2020 16:00,38.83
3/5/2020 16:00,38.49
3/6/2020 16:00,38.02
3/9/2020 16:00,31.24
3/10/2020 16:00,32.33
3/11/2020 16:00,31.19
3/12/2020 16:00,25.96
3/13/2020 16:00:00,30.93
3/16/2020 16:00:00,27.31
3/17/2020 16:00:00,26.81
3/18/2020 16:00:00,23.92
3/19/2020 16:00:00,24.84
3/20/2020 16:00:00,25.63
3/23/2020 16:00:00,23.74
3/24/2020 16:00:00,26.92
3/25/2020 16:00:00,28.54
3/26/2020 16:00:00,29.74
3/27/2020 16:00:00,27.74
3/30/2020 16:00:00,28.2
3/31/2020 16:00:00,29.09
4/1/2020 16:00,27.21
4/2/2020 16:00,27.49
4/3/2020 16:00,27.95
4/6/2020 16:00,28.65
4/7/2020 16:00,28.16
4/8/2020 16:00,28.36
4/9/2020 16:00,28.7
4/13/2020 16:00:00,28.7
4/14/2020 16:00:00,29.51
4/15/2020 16:00:00,28.38
4/16/2020 16:00:00,28.5
4/17/2020 16:00:00,29.4
4/20/2020 16:00:00,29.32
4/21/2020 16:00:00,28.13
4/22/2020 16:00:00,28.65
4/23/2020 16:00:00,28.87
4/24/2020 16:00:00,29.21
4/27/2020 16:00:00,29.66
4/28/2020 16:00:00,30.39
4/29/2020 16:00:00,31.97
4/30/2020 16:00:00,30.68
5/1/2020 16:00,29.86
5/4/2020 16:00,30.11
5/5/2020 16:00,30.61
5/6/2020 16:00,30.58
5/7/2020 16:00,31.87
5/8/2020 16:00,32.04
5/11/2020 16:00,32.94
5/12/2020 16:00,32.23
5/13/2020 16:00:00,31.24
5/14/2020 16:00:00,30.64
5/15/2020 16:00:00,31.18
5/18/2020 16:00:00,32
5/19/2020 16:00:00,32.08
5/20/2020 16:00:00,32.03
5/21/2020 16:00:00,31.52
5/22/2020 16:00:00,31.47
5/26/2020 16:00:00,31.71
5/27/2020 16:00:00,32.16
5/28/2020 16:00:00,32.34
5/29/2020 16:00:00,32.45
6/1/2020 16:00,32.99
6/2/2020 16:00,33.32
6/3/2020 16:00,33.28
6/4/2020 16:00,32.72
6/5/2020 16:00,33.34
6/8/2020 16:00,33.9
6/9/2020 16:00,33.02
6/10/2020 16:00,32.27
6/11/2020 16:00,30.44
6/12/2020 16:00,31.01
6/15/2020 16:00:00,31.12
6/16/2020 16:00:00,32.1
6/17/2020 16:00:00,31.54
6/18/2020 16:00:00,31.8
6/19/2020 16:00:00,31.1
6/22/2020 16:00:00,31.03
6/23/2020 16:00:00,30.93
6/24/2020 16:00:00,30.1
6/25/2020 16:00:00,30.31
6/26/2020 16:00:00,29.63
6/29/2020 16:00:00,30.29
6/30/2020 16:00:00,30.42
7/1/2020 16:00,30.22
7/2/2020 16:00,30.63
7/6/2020 16:00,30.49
7/7/2020 16:00,29.94
7/8/2020 16:00,30.1
7/9/2020 16:00,29.59
7/10/2020 16:00,29.6
7/13/2020 16:00:00,29.7
7/14/2020 16:00:00,30.59
7/15/2020 16:00:00,30.98
7/16/2020 16:00:00,30.74
7/17/2020 16:00:00,30.66
7/20/2020 16:00:00,30.55
7/21/2020 16:00:00,30.96
7/22/2020 16:00:00,31.44
7/23/2020 16:00:00,31.25
7/24/2020 16:00:00,31.28
7/27/2020 16:00:00,31.31
7/28/2020 16:00:00,31.58
7/29/2020 16:00:00,32.64
7/30/2020 16:00:00,32.2
7/31/2020 16:00:00,32
8/3/2020 16:00,31.77
8/4/2020 16:00,32.98
8/5/2020 16:00,32.85
8/6/2020 16:00,33.06
8/7/2020 16:00,33
8/10/2020 16:00,33.5
8/11/2020 16:00,33.52
8/12/2020 16:00,33.98
8/13/2020 16:00:00,32.87
8/14/2020 16:00:00,32.87
8/17/2020 16:00:00,32.91
8/18/2020 16:00:00,32.97
8/19/2020 16:00:00,32.79
8/20/2020 16:00:00,32.79
8/21/2020 16:00:00,32.81
8/24/2020 16:00:00,32.8
8/25/2020 16:00:00,32.68
8/26/2020 16:00:00,32.15
8/27/2020 16:00:00,32.43
8/28/2020 16:00:00,32.56
8/31/2020 16:00:00,32.02
9/1/2020 16:00,32.25
9/2/2020 16:00,32.56
9/3/2020 16:00,32.07
9/4/2020 16:00,31.58
9/8/2020 16:00,31.12
9/9/2020 16:00,31.73
9/10/2020 16:00,31.05
9/11/2020 16:00,31.19
9/14/2020 16:00:00,30.9
9/15/2020 16:00:00,30.94
9/16/2020 16:00:00,30.95
9/17/2020 16:00:00,30.84
9/18/2020 16:00:00,30.5
9/21/2020 16:00:00,30.06
9/22/2020 16:00:00,30.51
9/23/2020 16:00:00,29.51
9/24/2020 16:00:00,29.64
9/25/2020 16:00:00,29.99
9/28/2020 16:00:00,30.08
9/29/2020 16:00:00,29.55
9/30/2020 16:00:00,29.2
10/1/2020 16:00,29.04
10/2/2020 16:00,28.96
10/5/2020 16:00,29.54
10/6/2020 16:00,28.96
10/7/2020 16:00,29.21
10/8/2020 16:00,30.32
10/9/2020 16:00,29.83
10/12/2020 16:00,29.68
10/13/2020 16:00:00,29.61
10/14/2020 16:00:00,29.44
10/15/2020 16:00:00,29.27
10/16/2020 16:00:00,29.45
10/19/2020 16:00:00,29.06
10/20/2020 16:00:00,29.07
10/21/2020 16:00:00,28.91
10/22/2020 16:00:00,29.36
10/23/2020 16:00:00,28.92
10/26/2020 16:00:00,28.5
10/27/2020 16:00:00,28.31
10/28/2020 16:00:00,27.55
10/29/2020 16:00:00,27.56
10/30/2020 16:00:00,27.56
11/2/2020 16:00,27.49
11/3/2020 16:00,27.72
11/4/2020 16:00,27.86
11/5/2020 16:00,28.39
11/6/2020 16:00,27.44
11/9/2020 16:00,28.95
11/10/2020 16:00,30.41
11/11/2020 16:00,30.47
11/12/2020 16:00,28.94
11/13/2020 16:00:00,28.43
11/16/2020 16:00:00,28.99
11/17/2020 16:00:00,29.68
11/18/2020 16:00:00,29.08
11/19/2020 16:00:00,29.14
11/20/2020 16:00:00,29.25
11/23/2020 16:00:00,29.94
11/24/2020 16:00:00,31.32
11/25/2020 16:00:00,31.82
11/27/2020 13:00:00,31.86
11/30/2020 16:00:00,31.21
12/1/2020 16:00,31.34
12/2/2020 16:00,32.17
12/3/2020 16:00,32.73
12/4/2020 16:00,33.38
12/7/2020 16:00,33.28
12/8/2020 16:00,33.42
12/9/2020 16:00,33.55
12/10/2020 16:00,34.23
12/11/2020 16:00,34.1
12/14/2020 16:00:00,33.35
12/15/2020 16:00:00,33.71
12/16/2020 16:00:00,33.27
12/17/2020 16:00:00,33.14
12/18/2020 16:00:00,32.79
12/21/2020 16:00:00,32.33
12/22/2020 16:00:00,31.9
12/23/2020 16:00:00,32.1
12/24/2020 13:00:00,32.19
12/28/2020 16:00:00,31.8
12/29/2020 16:00:00,31.83
12/30/2020 16:00:00,31.97
12/31/2020 16:00:00,31.99
1/4/2021 16:00,31.97
1/5/2021 16:00,33.34
1/6/2021 16:00,32.98
1/7/2021 16:00,33.7
1/8/2021 16:00,33.35
1/11/2021 16:00,33.24
1/12/2021 16:00,33.72
1/13/2021 16:00:00,34.6
1/14/2021 16:00:00,35.6
1/15/2021 16:00:00,35.26
1/19/2021 16:00:00,35.08
1/20/2021 16:00:00,35.56
1/21/2021 16:00:00,35.05
1/22/2021 16:00:00,34.66
1/25/2021 16:00:00,34.58
1/26/2021 16:00:00,34.86
1/27/2021 16:00:00,33.84
1/28/2021 16:00:00,34
1/29/2021 16:00:00,33.6
2/1/2021 16:00,33.85
2/2/2021 16:00,34.45
2/3/2021 16:00,34.85
2/4/2021 16:00,35.27
2/5/2021 16:00,35.17
2/8/2021 16:00,35.81
2/9/2021 16:00,35.73
2/10/2021 16:00,36.08
2/11/2021 16:00,35.08
2/12/2021 16:00,34.57
2/16/2021 16:00:00,34.76
2/17/2021 16:00:00,34.52
2/18/2021 16:00:00,34.46
2/19/2021 16:00:00,34.66
2/22/2021 16:00:00,35.06
2/23/2021 16:00:00,35.62
2/24/2021 16:00:00,35.75
2/25/2021 16:00:00,34.98
2/26/2021 16:00:00,33.81
3/1/2021 16:00,34.75
3/2/2021 16:00,35.02
3/3/2021 16:00,35.14
3/4/2021 16:00,35.2
3/5/2021 16:00,35.44
3/8/2021 16:00,35.85
3/9/2021 16:00,35.62
3/10/2021 16:00,35.91
3/11/2021 16:00,36.34
3/12/2021 16:00,36.41
3/15/2021 16:00:00,36.6
3/16/2021 16:00:00,36.45
3/17/2021 16:00:00,36.63
3/18/2021 16:00:00,35.84
3/19/2021 16:00:00,36.27
3/22/2021 16:00:00,36.27
3/23/2021 16:00:00,36.2
3/24/2021 16:00:00,36.82
3/25/2021 16:00:00,36.68
3/26/2021 16:00:00,37.08
3/29/2021 16:00:00,37.2
3/30/2021 16:00:00,36.64
3/31/2021 16:00:00,36.4
4/1/2021 16:00,36.83
4/5/2021 16:00,36.98
4/6/2021 16:00,36.77
4/7/2021 16:00,36.74
4/8/2021 16:00,37.11
4/9/2021 16:00,36.88
4/12/2021 16:00,36.73
4/13/2021 16:00:00,36.73
4/14/2021 16:00:00,37.09
4/15/2021 16:00:00,37.31
4/16/2021 16:00:00,37.32
4/19/2021 16:00:00,37.38
4/20/2021 16:00:00,36.8
4/21/2021 16:00:00,37.33
4/22/2021 16:00:00,37.01
4/23/2021 16:00:00,37.09
4/26/2021 16:00:00,37.18
4/27/2021 16:00:00,37.67
4/28/2021 16:00:00,38.15
4/29/2021 16:00:00,38.57
4/30/2021 16:00:00,38.57
5/3/2021 16:00,38.77
5/4/2021 16:00,38.98
5/5/2021 16:00,39.94
5/6/2021 16:00,39.79
5/7/2021 16:00,39.66
5/10/2021 16:00,40.05
5/11/2021 16:00,39.86
5/12/2021 16:00,39.83
5/13/2021 16:00:00,38.39
5/14/2021 16:00:00,38.95
5/17/2021 16:00:00,38.78
5/18/2021 16:00:00,38.86
5/19/2021 16:00:00,37.96
5/20/2021 16:00:00,38.59
5/21/2021 16:00:00,38.61
5/24/2021 16:00:00,38.9
5/25/2021 16:00:00,38.45
5/26/2021 16:00:00,38.59
5/27/2021 16:00:00,38.65
5/28/2021 16:00:00,38.48
6/1/2021 16:00,38.67
6/2/2021 16:00,38.9
6/3/2021 16:00,38.63
6/4/2021 16:00,39.06
6/7/2021 16:00,39.52
6/8/2021 16:00,39.62
6/9/2021 16:00,39.77
6/10/2021 16:00,39.75
6/11/2021 16:00,39.68
6/14/2021 16:00:00,40.71
6/15/2021 16:00:00,40.78
6/16/2021 16:00:00,40.69
6/17/2021 16:00:00,40.41
6/18/2021 16:00:00,39.6
6/21/2021 16:00:00,40
6/22/2021 16:00:00,40
6/23/2021 16:00:00,39.84
6/24/2021 16:00:00,40.08
6/25/2021 16:00:00,40.24
6/28/2021 16:00:00,39.84
6/29/2021 16:00:00,39.84
6/30/2021 16:00:00,40.04
7/1/2021 16:00,40.39
7/2/2021 16:00,40.69
7/6/2021 16:00,40.2
7/7/2021 16:00,40.17
7/8/2021 16:00,39.84
7/9/2021 16:00,40.25
7/12/2021 16:00,40.15
7/13/2021 16:00:00,39.9
7/14/2021 16:00:00,39.54
7/15/2021 16:00:00,39.21
7/16/2021 16:00:00,39.08
7/19/2021 16:00:00,37.8
7/20/2021 16:00:00,37.94
7/21/2021 16:00:00,38.6
7/22/2021 16:00:00,38.68
7/23/2021 16:00:00,38.81
7/26/2021 16:00:00,38.9
7/27/2021 16:00:00,38.98
7/28/2021 16:00:00,39.34
7/29/2021 16:00:00,39.63
7/30/2021 16:00:00,39.35
8/2/2021 16:00,39.07
8/3/2021 16:00,39.47
8/4/2021 16:00,39.18
8/5/2021 16:00,39.51
8/6/2021 16:00,39.54
8/9/2021 16:00,39.24
8/10/2021 16:00,39.78
8/11/2021 16:00,40.28
8/12/2021 16:00,39.19
8/13/2021 16:00:00,39.19
8/16/2021 16:00:00,39.21
8/17/2021 16:00:00,38.69
8/18/2021 16:00:00,38.18
8/19/2021 16:00:00,37.31
8/20/2021 16:00:00,37.84
8/23/2021 16:00:00,38.73
8/24/2021 16:00:00,39
8/25/2021 16:00:00,39.13
8/26/2021 16:00:00,38.92
8/27/2021 16:00:00,39.44
8/30/2021 16:00:00,39.53
8/31/2021 16:00:00,39.31
9/1/2021 16:00,39.47
9/2/2021 16:00,39.82
9/3/2021 16:00,40.03
9/7/2021 16:00,39.96
9/8/2021 16:00,40.41
9/9/2021 16:00,40.08
9/10/2021 16:00,39.8
9/13/2021 16:00:00,40.14
9/14/2021 16:00:00,39.8
9/15/2021 16:00:00,40.27
9/16/2021 16:00:00,40.06
9/17/2021 16:00:00,39.65
9/20/2021 16:00:00,38.87
9/21/2021 16:00:00,39.22
9/22/2021 16:00:00,39.52
9/23/2021 16:00:00,40.08
9/24/2021 16:00:00,40.03
9/27/2021 16:00:00,40.39
9/28/2021 16:00:00,39.8
9/29/2021 16:00:00,39.82
9/30/2021 16:00:00,39.8
10/1/2021 16:00,40.02
10/4/2021 16:00,40.42
10/5/2021 16:00,40.18
10/6/2021 16:00,40.55
10/7/2021 16:00,40.8
10/8/2021 16:00,41.37
10/11/2021 16:00,41.34
10/12/2021 16:00,41.84
10/13/2021 16:00:00,42.11
10/14/2021 16:00:00,42.53
10/15/2021 16:00:00,42.56
10/18/2021 16:00:00,42.65
10/19/2021 16:00:00,42.89
10/20/2021 16:00:00,43.18
10/21/2021 16:00:00,42.52
10/22/2021 16:00:00,42.8
10/25/2021 16:00:00,42.66
10/26/2021 16:00:00,42.57
10/27/2021 16:00:00,42.16
10/28/2021 16:00:00,42.28
10/29/2021 16:00:00,41.86
11/1/2021 16:00,42.4
11/2/2021 16:00,42.13
11/3/2021 16:00,42.15
11/4/2021 16:00,41.93
11/5/2021 16:00,43.3
11/8/2021 16:00,42.33
11/9/2021 16:00,42.29
11/10/2021 16:00,42.2
11/11/2021 16:00,41.8
11/12/2021 16:00,40.41
11/15/2021 16:00:00,40.43
11/16/2021 16:00:00,40.33
11/17/2021 16:00:00,40.22
11/18/2021 16:00:00,40.07
11/19/2021 16:00:00,39.72
11/22/2021 16:00:00,39.47
11/23/2021 16:00:00,39.81
11/24/2021 16:00:00,39.9
11/26/2021 13:00:00,38.99
11/29/2021 16:00:00,38.21
11/30/2021 16:00:00,37.54
12/1/2021 16:00,37.07
12/2/2021 16:00,37.39
12/3/2021 16:00,37.28
12/6/2021 16:00,37.87
12/7/2021 16:00,38.7
12/8/2021 16:00,38.46
12/9/2021 16:00,37.78
12/10/2021 16:00,37.79
12/13/2021 16:00:00,37.55
12/14/2021 16:00:00,37.37
12/15/2021 16:00:00,37.08
12/16/2021 16:00:00,37.35
12/17/2021 16:00:00,36.92
12/20/2021 16:00:00,36.89
12/21/2021 16:00:00,37.39
12/22/2021 16:00:00,37.61
12/23/2021 16:00:00,38
12/27/2021 16:00:00,38.44
12/28/2021 16:00:00,38.3
12/29/2021 16:00:00,38.39
12/30/2021 16:00:00,38.65
